Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered
Ohio,US,40.05026529,-81.49248905,22,0,0
North Carolina,US,36.07959451,-79.78824948,720,45,0
Florida,US,29.93543004,-85.2427099,1,0,0
Colorado,US,38.66611652,-107.0320729,182,6,0
Iowa,US,41.68378965,-94.50111014,36,2,0
Georgia,US,33.96044201,-84.02137802,2552,101,0
Georgia,US,34.63331566,-83.53094677,400,15,0
Alabama,US,32.76039258,-87.63284988,79,2,0
Texas,US,34.07044901,-101.8268114,41,4,0
North Carolina,US,36.25669272,-77.6556109,107,1,0
Virginia,US,36.76654925,-78.93512622,27,0,0
Georgia,US,34.32207823,-83.81896936,2125,40,0
Nebraska,US,40.87257079,-98.50218293,1392,28,0
Tennessee,US,36.21990035,-83.26586179,25,2,0
Florida,US,30.49673973,-82.94998918,134,0,0
Illinois,US,38.08163641,-88.53883373,2,0,0
Indiana,US,40.07306535,-86.05244729,968,84,0
Iowa,US,42.38382428,-93.70197703,11,0,0
Kansas,US,37.99978709,-101.7921066,8,0,0
Nebraska,US,40.87349452,-98.02099117,47,7,0
New York,US,43.66146647,-74.49721957,5,0,0
Ohio,US,39.19673558,-84.54502924,1927,105,0
Tennessee,US,35.17670231,-85.16652245,319,13,0
Texas,US,31.70470573,-98.11083887,7,0,0
South Dakota,US,44.67385954,-97.18829593,2,0,0
Massachusetts,US,42.13440424,-72.63235561,4974,487,0
Massachusetts,US,42.33997957,-72.65898478,724,66,0
West Virginia,US,39.32103553,-78.60826476,11,1,0
South Carolina,US,32.77419582,-81.13845571,29,1,0
Virginia,US,37.03513786,-76.35879121,156,3,0
Georgia,US,33.2721566,-82.99766919,142,4,0
Illinois,US,40.40423981,-91.16313899,12,0,0
Indiana,US,39.82304555,-85.77566351,278,20,0
Iowa,US,43.08178477,-93.73454884,3,0,0
Kentucky,US,37.83766422,-86.78280584,7,0,0
Maine,US,44.59816444,-68.38401854,10,1,0
Mississippi,US,30.41830223,-89.48851033,79,10,0
Ohio,US,41.00250487,-83.66838948,42,1,0
Tennessee,US,36.52692871,-83.22375847,0,0,0
West Virginia,US,40.51943859,-80.57461608,12,0,0
South Dakota,US,44.54708407,-99.00386459,1,0,0
Virginia,US,37.7583355,-77.49464673,198,18,0
Texas,US,36.27743284,-101.3545796,15,2,0
Georgia,US,33.79602175,-85.21005667,34,2,0
Florida,US,27.49293939,-81.80956574,39,0,0
Tennessee,US,35.20772017,-88.99161161,179,0,0
Illinois,US,37.51810645,-88.26873022,1,0,0
Iowa,US,42.38353877,-93.23654611,11,0,0
Kentucky,US,37.6976111,-85.96319251,72,2,0
Ohio,US,40.66015414,-83.65929931,30,0,0
Tennessee,US,35.19732531,-88.18593755,9,0,0
Texas,US,30.33364686,-94.38931817,116,4,0
New Mexico,US,35.85751555,-103.8220938,1,0,0
West Virginia,US,39.00683177,-78.85855301,25,0,0
Maryland,US,39.55010644,-76.3077594,663,32,0
Kentucky,US,36.85699301,-83.21899516,1,0,0
North Carolina,US,35.36731853,-78.87243571,235,15,0
Oregon,US,43.06422669,-118.9666306,1,0,0
Kansas,US,37.19175361,-98.07578384,1,0,0
Oklahoma,US,36.78836519,-99.6679804,1,0,0
Georgia,US,32.73709786,-84.90538572,74,2,0
Texas,US,29.86,-95.39,8817,193,0
Indiana,US,38.19467379,-86.10948271,166,14,0
Iowa,US,41.68330137,-95.81558439,17,0,0
Kentucky,US,38.44188174,-84.32869741,19,0,0
Mississippi,US,30.51359752,-89.12467576,223,6,0
Missouri,US,40.35570088,-93.99222144,7,0,0
Ohio,US,40.29380509,-81.09068544,8,0,0
Texas,US,32.54935988,-94.36934071,195,9,0
West Virginia,US,39.2853852,-80.37919577,34,1,0
Virginia,US,38.43542574,-78.87536254,615,21,0
Georgia,US,34.34626973,-82.96567682,19,0,0
Kentucky,US,37.29943898,-85.88461055,16,0,0
Connecticut,US,41.80283011,-72.73103891,7935,999,0
Texas,US,35.84008013,-102.6029022,9,2,0
Kansas,US,38.04293782,-97.42747573,10,0,0
Kansas,US,37.5620394,-100.8710738,16,0,0
Oklahoma,US,35.222576,-95.11513306,5,0,0
Hawaii,US,19.60121157,-155.5210167,75,0,0
Tennessee,US,36.44355426,-82.94885298,32,2,0
Texas,US,30.05669873,-98.02944344,217,3,0
North Carolina,US,35.55269063,-82.98196486,19,0,0
Tennessee,US,35.58332824,-89.28536625,29,1,0
Georgia,US,33.29686567,-85.12886832,17,1,0
Texas,US,35.83764858,-100.2703577,1,0,0
Arkansas,US,33.73325583,-93.66935133,7,1,0
Illinois,US,40.81908672,-90.92491462,7,0,0
Kentucky,US,37.79344553,-87.57392021,83,3,0
North Carolina,US,35.33788927,-82.4766782,262,35,0
Tennessee,US,35.65581134,-88.38600175,11,0,0
Texas,US,32.21128872,-95.85846587,47,0,0
Indiana,US,39.76719009,-86.51037283,997,57,0
Florida,US,26.55386945,-81.16469006,176,11,0
Minnesota,US,45.00761521,-93.47694895,4331,441,0
Virginia,US,37.53460572,-77.39326555,1174,112,0
Alabama,US,31.51148016,-85.24267944,35,1,0
Georgia,US,33.4533428,-84.1481466,621,17,0
Illinois,US,41.3533994,-90.13296166,62,0,0
Indiana,US,39.93029017,-85.39625719,100,2,0
Iowa,US,40.98767962,-91.54436349,43,1,0
Kentucky,US,38.44942688,-85.11587507,11,0,0
Missouri,US,38.38482826,-93.79293734,9,1,0
Ohio,US,41.3339642,-84.06830637,10,0,0
Tennessee,US,36.33160906,-88.30121797,16,0,0
Virginia,US,36.68542395,-79.87634026,28,1,0
New York,US,43.42034246,-74.96145307,86,3,0
Florida,US,28.55364461,-82.42700204,104,5,0
North Carolina,US,36.3607755,-76.98104134,51,1,0
Kentucky,US,36.6794808,-88.97875928,5,0,0
Tennessee,US,35.80609681,-87.47643507,52,0,0
New Mexico,US,31.91383467,-108.7151824,0,0,0
Texas,US,26.39418217,-98.18299696,409,10,0
Ohio,US,39.1839264,-83.60331456,14,1,0
Virginia,US,38.35799465,-79.56124594,2,0,0
Florida,US,27.34254618,-81.34071957,103,8,0
Montana,US,48.62879827,-110.1129252,1,0,0
Texas,US,31.99045053,-97.13423143,22,1,0
Florida,US,27.9276559,-82.32013172,1530,46,0
New Hampshire,US,42.91537785,-71.7200253,1624,54,0
Michigan,US,41.88753639,-84.59312019,155,22,0
Mississippi,US,32.2656285,-90.44435448,717,18,0
Colorado,US,37.82247444,-107.3004345,3,0,0
Nebraska,US,40.17609175,-101.0416477,1,0,0
Ohio,US,39.49537927,-82.47991446,29,1,0
Texas,US,33.60771256,-102.3431676,22,1,0
North Carolina,US,35.01888303,-79.23651674,134,0,0
Florida,US,30.86747479,-85.81319222,10,0,0
Mississippi,US,33.12345854,-90.08923538,262,19,0
Ohio,US,40.56163713,-81.92635677,10,1,0
Missouri,US,40.09799248,-95.2163888,1,0,0
Nebraska,US,42.45522056,-98.78402558,1,0,0
Hawaii,US,21.45803166,-157.9712182,414,11,0
Texas,US,32.42990927,-97.83242024,22,3,0
Oregon,US,45.51872811,-121.6552036,14,0,0
Nebraska,US,41.91586243,-101.1354293,0,0,0
Virginia,US,37.29186313,-77.29754684,48,0,0
Kentucky,US,37.30939025,-87.54670406,215,27,0
Texas,US,33.14875072,-95.56351139,8,0,0
South Carolina,US,33.9212828,-78.99555293,278,18,0
Arkansas,US,34.31709259,-92.95396325,29,0,0
Wyoming,US,43.71930657,-108.4423174,3,0,0
Michigan,US,46.89988536,-88.68495385,2,0,0
Alabama,US,31.15197924,-85.29939599,125,4,0
Georgia,US,32.45802497,-83.66879087,306,17,0
Minnesota,US,43.67129565,-91.49143057,2,0,0
Tennessee,US,36.28872054,-87.71878828,6,0,0
Texas,US,31.31925973,-95.42226208,71,0,0
Arkansas,US,34.09007427,-93.9934871,14,0,0
Indiana,US,40.48527731,-86.11351892,258,10,0
Iowa,US,43.35671042,-92.31702714,12,0,0
Maryland,US,39.25305293,-76.93126208,1285,40,0
Missouri,US,39.1435761,-92.69756691,3,0,0
Nebraska,US,41.2200529,-98.5166499,28,0,0
Texas,US,32.30621324,-101.4356444,6,1,0
Missouri,US,36.77383887,-91.88683935,5,0,0
New Jersey,US,40.73766234,-74.07515667,17602,1032,0
Colorado,US,37.68473101,-104.9612585,3,0,0
South Dakota,US,44.39091534,-99.99661148,15,0,0
California,US,40.69923009,-123.876044,68,0,0
Iowa,US,42.7764426,-94.20722537,7,0,0
Nevada,US,41.40692186,-118.1109427,71,3,0
Mississippi,US,33.12825718,-90.52252707,39,5,0
Tennessee,US,36.03958805,-87.77992872,12,1,0
Texas,US,33.12351514,-96.08551032,58,3,0
New Jersey,US,40.56335249,-74.91284156,764,48,0
Pennsylvania,US,40.42162652,-77.97673273,200,0,0
Indiana,US,40.82907273,-85.48822092,18,2,0
Michigan,US,43.83353985,-83.04078453,39,1,0
Ohio,US,41.14651175,-82.59867951,40,1,0
South Dakota,US,43.33449012,-97.75536441,3,0,0
Texas,US,35.84006574,-101.3546643,25,0,0
North Carolina,US,35.42017674,-76.15180542,1,0,0
South Dakota,US,44.54747703,-99.48572582,1,0,0
Louisiana,US,29.86803617,-91.75871777,352,33,0
Louisiana,US,30.25734305,-91.3499598,537,38,0
Iowa,US,42.38696136,-95.51355387,2,0,0
Idaho,US,45.84721541,-115.4634436,3,0,0
California,US,33.0393082,-115.3669042,712,15,0
Arkansas,US,35.74242707,-91.57001641,22,0,0
Florida,US,27.69308961,-80.60556721,103,9,0
Pennsylvania,US,40.65241041,-79.08963285,82,5,0
Michigan,US,42.59716886,-84.37472069,619,19,0
California,US,36.51112084,-117.4111978,19,1,0
Michigan,US,42.94502238,-85.07413319,114,3,0
Michigan,US,44.35486835,-83.63484895,56,8,0
Iowa,US,41.68630265,-92.0643373,28,0,0
Wisconsin,US,43.00050278,-90.13469017,11,0,0
North Carolina,US,35.80950511,-80.8743128,168,6,0
Missouri,US,37.55487945,-90.7735296,2,0,0
Wisconsin,US,46.26302338,-90.24295041,2,1,0
Illinois,US,40.74717633,-87.82466784,107,3,0
Georgia,US,31.60213036,-83.27501387,22,1,0
Michigan,US,43.64060976,-84.84664923,62,7,0
Minnesota,US,45.56181234,-93.29487636,11,0,0
Washington,US,48.14713305,-122.5216407,176,10,0
Virginia,US,36.90579348,-76.70842863,114,3,0
Minnesota,US,47.51009045,-93.63092229,41,2,0
Mississippi,US,34.27993475,-88.3606733,73,7,0
Arkansas,US,36.09604046,-91.90847954,13,0,0
Texas,US,33.23377248,-98.17283469,4,0,0
Alabama,US,34.78144169,-85.99750489,60,2,0
Arkansas,US,35.59802983,-91.21494602,1,0,0
Florida,US,30.7954597,-85.21500423,105,0,0
Georgia,US,34.13794553,-83.56814788,126,3,0
Illinois,US,37.78595185,-89.38232563,175,10,0
Indiana,US,38.9091582,-86.03851889,304,1,0
Iowa,US,42.17178824,-90.57354837,7,0,0
Kansas,US,39.41673394,-95.79356799,23,0,0
Kentucky,US,37.41866422,-83.99825483,57,12,0
Louisiana,US,32.30251776,-92.55692092,70,8,0
Michigan,US,42.24807035,-84.42258681,411,26,0
Minnesota,US,43.67423373,-95.15398258,34,0,0
Mississippi,US,30.54020656,-88.64184064,280,13,0
Missouri,US,39.01002188,-94.34724536,395,16,0
North Carolina,US,35.28814273,-83.14093385,23,1,0
Ohio,US,39.01914254,-82.6181856,9,0,0
Oklahoma,US,34.58781741,-99.41138784,21,1,0
Oregon,US,42.43201126,-122.7289309,50,0,0
Tennessee,US,36.36380466,-85.67239905,10,0,0
Texas,US,28.95472367,-96.57749563,15,1,0
West Virginia,US,38.84263974,-81.68148753,137,17,0
Wisconsin,US,44.31864893,-90.80566792,15,1,0
Virginia,US,37.31156958,-76.76950618,174,15,0
Georgia,US,33.31535543,-83.68844964,26,0,0
Illinois,US,39.01054275,-88.15437049,45,7,0
Indiana,US,41.02078733,-87.11553319,40,1,0
Iowa,US,41.68576082,-93.05567785,240,11,0
Mississippi,US,32.01922104,-89.11786866,104,3,0
Missouri,US,37.20351921,-94.34050458,29,0,0
South Carolina,US,32.43171982,-81.02487495,25,1,0
Texas,US,30.74685667,-94.02667579,19,1,0
Indiana,US,40.43781032,-85.00576229,23,0,0
Georgia,US,31.80405727,-82.6372487,24,1,0
Alabama,US,33.55554728,-86.895063,1237,69,0
Arkansas,US,34.26767081,-91.92619839,300,19,0
Colorado,US,39.58635604,-105.2517692,1748,107,0
Florida,US,30.43669112,-83.89442308,28,2,0
Georgia,US,33.05867328,-82.41609057,22,1,0
Idaho,US,43.82078483,-112.3131749,5,0,0
Illinois,US,38.29980057,-88.9240025,98,17,0
Indiana,US,38.78576239,-85.43633383,35,1,0
Iowa,US,41.03192394,-91.94849466,9,0,0
Kansas,US,39.2347941,-95.38289232,19,0,0
Kentucky,US,38.18664655,-85.65931031,1741,115,0
Louisiana,US,29.74075478,-90.11115756,6860,423,0
Mississippi,US,31.73397872,-91.03764977,33,0,0
Missouri,US,38.25926778,-90.53870896,316,13,0
Montana,US,46.14907081,-112.094396,3,0,0
Nebraska,US,40.17584531,-97.142601,5,0,0
New York,US,44.04200959,-75.94653457,69,0,0
Ohio,US,40.38614126,-80.76259514,58,2,0
Oklahoma,US,34.11130184,-97.83182974,3,0,0
Oregon,US,44.62806839,-121.17832,24,0,0
Pennsylvania,US,41.12913106,-78.9986361,7,0,0
Tennessee,US,36.04818632,-83.45148924,26,0,0
Texas,US,29.8832777,-94.16434171,418,26,0
Washington,US,47.75003077,-123.5609704,29,0,0
West Virginia,US,39.30776166,-77.86014147,95,1,0
Wisconsin,US,43.02054068,-88.77529134,56,2,0
Louisiana,US,30.26896765,-92.81210004,69,6,0
Mississippi,US,31.56884708,-89.8267099,63,1,0
Georgia,US,32.79248718,-81.96040187,16,1,0
Indiana,US,38.99588883,-85.62710784,109,4,0
South Dakota,US,44.06637798,-98.62965972,6,1,0
Idaho,US,42.68891267,-114.2655033,87,2,0
Illinois,US,39.08869046,-90.35393073,18,1,0
Kentucky,US,37.87119786,-84.58252003,50,0,0
Kansas,US,39.78470589,-98.21820662,4,0,0
Texas,US,27.04453923,-98.6968187,3,0,0
Texas,US,27.73103938,-98.0904705,7,0,0
Illinois,US,42.36542373,-90.21094405,18,0,0
Arkansas,US,35.56759135,-93.46036368,35,0,0
Georgia,US,32.70211082,-82.66166794,70,2,0
Illinois,US,37.45939802,-88.88165419,6,0,0
Indiana,US,39.48994426,-86.10149107,952,91,0
Iowa,US,41.67169354,-91.58754744,562,7,0
Kansas,US,38.88548175,-94.82250877,619,54,0
Kentucky,US,37.85106355,-82.8264322,5,0,0
Missouri,US,38.74719601,-93.80691168,69,0,0
Nebraska,US,40.39257596,-96.26522753,5,0,0
Tennessee,US,36.4552395,-81.84886538,15,0,0
Texas,US,32.37877812,-97.36615819,117,4,0
Wyoming,US,44.04057166,-106.5845174,15,1,0
North Carolina,US,35.51745004,-78.36622717,228,19,0
Oklahoma,US,34.31440473,-96.66011537,3,0,0
Georgia,US,33.02512137,-83.56019163,30,0,0
Iowa,US,42.12118609,-91.13139641,35,0,0
Mississippi,US,31.62257767,-89.168969,287,7,0
North Carolina,US,35.02254606,-77.35870791,21,3,0
Texas,US,32.73997145,-99.87861576,110,0,0
Oregon,US,42.3665549,-123.5561938,25,1,0
Alaska,US,58.45031811,-134.200436,27,0,0
Wisconsin,US,43.92456975,-90.11120239,21,1,0
Pennsylvania,US,40.53358749,-77.3997513,94,1,0
Michigan,US,42.24542231,-85.53038622,669,40,0
Michigan,US,44.68512729,-85.09085699,17,2,0
Minnesota,US,45.9459309,-93.29275192,10,0,0
West Virginia,US,38.33860077,-81.52857054,198,13,0
Minnesota,US,45.1526059,-95.00586446,386,1,0
Illinois,US,41.93842729,-88.42861412,3995,104,0
Illinois,US,41.13746989,-87.86205334,623,31,0
Missouri,US,39.0997,-94.5786,838,17,0
Texas,US,28.90705334,-97.85960149,4,0,0
Hawaii,US,22.03935037,-159.5966786,21,0,0
Texas,US,32.5991417,-96.28734728,137,1,0
Oklahoma,US,36.81799745,-97.14421435,49,7,0
Nebraska,US,40.50663314,-98.94877182,10,0,0
Kansas,US,38.00017981,-101.321681,34,0,0
Nebraska,US,41.19930341,-101.6620164,2,0,0
Mississippi,US,32.75462946,-88.64105766,100,7,0
Alaska,US,60.24429722,-151.5388884,24,2,0
Illinois,US,41.59081014,-88.42869583,518,17,0
Texas,US,29.94414155,-98.7113588,20,0,0
Maine,US,44.40759555,-69.76738544,113,8,0
Wisconsin,US,42.57639354,-88.04051686,762,17,0
Delaware,US,39.08646628,-75.56884914,1115,46,0
Maryland,US,39.24976208,-76.04741541,125,14,0
Michigan,US,43.03197711,-85.54934642,2627,48,0
Rhode Island,US,41.67106337,-71.57641596,883,0,0
Kentucky,US,38.93950319,-84.53241199,432,30,0
Iowa,US,41.33649833,-92.1785067,9,0,0
California,US,35.34329425,-118.7277796,1393,21,0
Texas,US,30.06040006,-99.34930144,10,0,0
South Carolina,US,34.33988254,-80.58763164,257,12,0
Alaska,US,55.57445008,-130.975561,16,0,0
Wisconsin,US,44.51727459,-87.61468386,29,1,0
Nebraska,US,41.19774275,-103.7148131,9,0,0
Texas,US,30.48678918,-99.74856473,1,0,0
Washington,US,47.49137892,-121.8346131,7290,519,0
Virginia,US,38.26818502,-77.15852768,44,4,0
Virginia,US,37.70965316,-77.09384941,12,1,0
Virginia,US,37.71044922,-76.88689628,7,0,0
Oklahoma,US,35.94530008,-97.94193268,10,0,0
California,US,36.07409056,-119.8159973,348,1,0
South Dakota,US,44.36956169,-97.4913945,0,0,0
Kansas,US,37.55848695,-99.2856537,2,0,0
Oklahoma,US,34.91671958,-98.97720696,6,0,0
Colorado,US,39.30497777,-102.6022199,25,2,0
Washington,US,47.63479026,-122.6436061,157,2,0
Washington,US,47.12521214,-120.679439,39,0,0
Minnesota,US,48.77754106,-96.78317184,1,0,0
Oregon,US,42.68762984,-121.6496461,41,0,0
Texas,US,27.42435506,-97.69894948,11,1,0
Washington,US,45.87325839,-120.7913598,22,3,0
Kentucky,US,37.35388197,-82.94981134,4,0,0
Illinois,US,40.93148779,-90.2133034,79,0,0
Indiana,US,38.68861576,-87.4194665,22,0,0
Kentucky,US,36.89225732,-83.85403396,7,0,0
Maine,US,44.11486325,-69.10529169,19,0,0
Nebraska,US,42.63758421,-97.89178836,6,0,0
Ohio,US,40.39830217,-82.42027563,20,1,0
Tennessee,US,35.99508821,-83.94635435,297,5,0
Texas,US,33.60519951,-99.7422906,1,0,0
Alaska,US,57.65529415,-153.7493579,1,0,0
Minnesota,US,48.24539665,-93.78352843,3,0,0
Idaho,US,47.67282258,-116.7020872,64,0,0
Indiana,US,41.24521668,-85.86312322,50,1,0
Iowa,US,43.20405458,-94.20691791,2,0,0
Wisconsin,US,43.90632465,-91.11451093,37,0,0
Arizona,US,33.72854224,-113.9810029,27,1,0
Colorado,US,37.28632032,-107.8429014,66,1,0
Texas,US,28.34453111,-99.09908775,4,0,0
Indiana,US,41.64232188,-85.42674232,46,2,0
Indiana,US,41.54366008,-86.74072188,346,13,0
Illinois,US,41.3442613,-88.88633881,113,5,0
Louisiana,US,31.67884782,-92.15907765,35,0,0
Kansas,US,37.19113093,-95.29849679,22,0,0
Minnesota,US,44.9973857,-96.17488219,2,0,0
Pennsylvania,US,41.43564672,-75.60379201,1256,135,0
Missouri,US,37.65896829,-92.5888493,3,0,0
Arkansas,US,33.24116713,-93.60677071,9,1,0
Florida,US,29.98484137,-83.18166636,5,0,0
Louisiana,US,30.2049055,-92.06959876,541,23,0
Mississippi,US,34.35687874,-89.48490961,106,3,0
Missouri,US,39.06986886,-93.78076396,67,3,0
Wisconsin,US,42.66005229,-90.1317729,15,0,0
Louisiana,US,29.52470226,-90.40976986,719,60,0
California,US,39.10124298,-122.7536244,8,0,0
Colorado,US,39.20278823,-106.3555697,23,0,0
Florida,US,28.76202069,-81.7125123,248,14,0
Illinois,US,42.3224907,-88.00367925,5992,202,0
Indiana,US,41.41874274,-87.38277575,2684,134,0
Michigan,US,43.99050893,-85.802173,2,0,0
Minnesota,US,47.64270764,-91.44557998,1,0,0
Montana,US,47.64514965,-114.0898013,5,0,0
Ohio,US,41.69710807,-81.23676539,210,8,0
South Dakota,US,44.02193107,-97.12926365,5,0,0
Tennessee,US,36.3418017,-89.48921915,401,0,0
Alabama,US,33.77995024,-88.09668032,14,0,0
Georgia,US,33.07841647,-84.14263877,41,1,0
Mississippi,US,31.20572971,-89.5077704,164,4,0
Texas,US,33.66981763,-95.57404777,105,4,0
Texas,US,34.06859623,-102.3516289,10,0,0
Vermont,US,44.60353043,-72.64356694,27,1,0
Texas,US,31.19531316,-98.24206613,8,0,0
Nebraska,US,40.78416049,-96.68777155,701,1,0
Pennsylvania,US,40.03904563,-76.24770128,2364,245,0
South Carolina,US,34.68270843,-80.70513032,108,5,0
Virginia,US,37.71889653,-76.46400482,7,0,0
Nevada,US,39.9332233,-117.0397075,19,0,0
Oregon,US,43.93727035,-122.847753,61,2,0
Georgia,US,31.0382857,-83.06472457,11,2,0
Michigan,US,43.09052506,-83.22153148,176,30,0
Wyoming,US,41.3070252,-104.6887497,173,0,0
Colorado,US,40.66671597,-105.4625784,463,19,0
Kentucky,US,37.54567114,-85.70138352,6,0,0
Colorado,US,37.3153406,-104.0376458,4,0,0
Idaho,US,46.81587887,-116.7113698,6,0,0
Oklahoma,US,34.87844729,-95.25215049,5,1,0
Alabama,US,34.90171875,-87.65624729,109,2,0
Mississippi,US,32.40419769,-88.66229662,557,45,0
Tennessee,US,35.75893438,-89.6301591,43,0,0
Kentucky,US,37.10975748,-84.11321779,21,2,0
Georgia,US,32.46325233,-82.92221316,86,1,0
South Carolina,US,34.48244419,-82.00490796,50,3,0
Texas,US,29.38508402,-96.93186692,7,1,0
Alabama,US,34.52041498,-87.31069453,28,0,0
Arkansas,US,36.04188196,-91.10867198,72,4,0
Illinois,US,38.71987914,-87.72884035,4,0,0
Indiana,US,38.84112637,-86.48361629,124,16,0
Kentucky,US,38.07136018,-82.72882223,2,0,0
Mississippi,US,31.55147224,-90.10841127,74,0,0
Missouri,US,37.10626634,-93.83293097,7,0,0
Ohio,US,38.59743452,-82.53466552,27,0,0
Pennsylvania,US,40.99206278,-80.33393706,71,7,0
South Dakota,US,44.35919441,-103.7929428,9,0,0
Tennessee,US,35.21675201,-87.39787695,21,0,0
Oklahoma,US,34.89851864,-94.70392124,14,1,0
Minnesota,US,44.37136597,-93.72844721,31,1,0
New Mexico,US,32.79215361,-103.4123733,15,0,0
Mississippi,US,32.7536828,-89.52402044,332,5,0
Kansas,US,39.20183497,-95.03620809,955,6,0
Pennsylvania,US,40.36680311,-76.45651841,856,19,0
Alabama,US,32.60154883,-85.35132246,447,30,0
Arkansas,US,34.78498904,-90.78383866,10,1,0
Florida,US,26.58410348,-81.88399313,1350,73,0
Georgia,US,31.7793306,-84.14324253,343,22,0
Illinois,US,41.74583951,-89.29977132,70,1,0
Iowa,US,40.64181461,-91.48183025,18,0,0
Mississippi,US,34.2918775,-88.68149954,83,4,0
North Carolina,US,35.47623147,-79.17569362,299,3,0
South Carolina,US,34.16393091,-80.25690731,123,10,0
Texas,US,30.31120597,-96.97045773,6,0,0
Virginia,US,36.70586667,-83.12606515,10,0,0
Michigan,US,44.94430054,-85.80150326,10,0,0
Mississippi,US,33.55545125,-90.29900733,197,22,0
Pennsylvania,US,40.6154815,-75.59435245,3378,133,0
Idaho,US,44.9438088,-113.9309747,1,0,0
Michigan,US,41.89475156,-84.06603727,132,3,0
North Carolina,US,35.2403259,-77.64245615,141,5,0
Florida,US,30.45955727,-84.27491114,275,6,0
Texas,US,31.29872538,-95.9936328,9,0,0
Kentucky,US,37.09246661,-83.37999606,6,0,0
Kentucky,US,37.12306748,-82.85346474,5,0,0
Florida,US,29.31829741,-82.74007147,22,0,0
Idaho,US,46.23315327,-116.434146,0,0,0
Kentucky,US,38.53184419,-83.37735618,8,0,0
Missouri,US,40.09673161,-91.72070156,6,1,0
New York,US,43.7844157,-75.44903992,12,0,0
Tennessee,US,35.52853208,-87.49022694,2,0,0
Washington,US,46.57756476,-122.3925769,32,3,0
West Virginia,US,38.9947249,-80.49988181,4,0,0
Montana,US,47.12610041,-112.394698,16,0,0
South Carolina,US,33.89665987,-81.27146426,503,26,0
Virginia,US,37.78258621,-79.44262866,5,0,0
Florida,US,30.23766008,-84.8829258,199,0,0
Georgia,US,31.82588896,-81.49251135,45,0,0
Montana,US,48.56084317,-111.024307,1,0,0
Texas,US,30.15152688,-94.81205615,72,2,0
Ohio,US,40.09136236,-82.48185785,180,7,0
Alabama,US,34.81185586,-86.98310072,62,0,0
Texas,US,31.5454767,-96.58095444,15,1,0
Arkansas,US,33.95317155,-91.74002806,949,8,0
Colorado,US,38.98749519,-103.5136649,3,0,0
Georgia,US,33.79201475,-82.45024131,12,0,0
Idaho,US,43.0012336,-114.1358773,29,0,0
Kentucky,US,37.45475628,-84.6565327,5,1,0
Louisiana,US,32.6003154,-92.6659741,116,13,0
Maine,US,44.05996956,-69.54227124,15,0,0
Minnesota,US,44.41311883,-96.26688165,4,0,0
Mississippi,US,31.53288662,-90.45391915,194,16,0
Missouri,US,39.05345619,-90.95588181,103,1,0
Montana,US,48.54265777,-115.4046155,7,1,0
Nebraska,US,41.04658298,-100.7475374,40,1,0
Nevada,US,37.64268459,-114.8790388,2,0,0
New Mexico,US,33.74526079,-105.4586166,2,0,0
North Carolina,US,35.48508185,-81.21740317,44,0,0
Oklahoma,US,35.70270942,-96.8812462,17,2,0
Oregon,US,44.64252874,-123.869912,6,0,0
South Dakota,US,43.27841182,-96.7203905,195,0,0
Tennessee,US,35.13738622,-86.58910106,16,0,0
Washington,US,47.57705241,-118.4194388,2,0,0
West Virginia,US,38.172154,-82.07017953,5,0,0
Wisconsin,US,45.33737523,-89.73411273,2,0,0
Wyoming,US,42.26376367,-110.6563997,14,0,0
Iowa,US,42.07923082,-91.59809485,871,65,0
Kansas,US,38.21267844,-94.84254089,6,0,0
Missouri,US,39.87001769,-93.10704106,5,1,0
Oregon,US,44.48899494,-122.5373154,107,8,0
Texas,US,36.27783108,-100.2733151,2,0,0
Connecticut,US,41.7937534,-73.2451475,1203,115,0
Texas,US,28.35101362,-98.1246786,5,0,0
Illinois,US,40.89188292,-88.55784752,25,1,0
Kentucky,US,37.21137452,-88.34797529,7,0,0
Louisiana,US,30.44143993,-90.73061664,343,23,0
Michigan,US,42.60302282,-83.91297209,380,23,0
Missouri,US,39.78110272,-93.54645978,3,0,0
New York,US,42.72596275,-77.77966158,106,7,0
Texas,US,30.70645047,-98.68475262,3,0,0
Arkansas,US,35.21413234,-93.71951016,4,0,0
Colorado,US,40.7249637,-103.110817,483,3,0
Illinois,US,40.12581572,-89.36638784,10,0,0
Kentucky,US,36.85949479,-86.877635,77,1,0
Nebraska,US,41.56650314,-100.4817851,0,0,0
Ohio,US,40.38996525,-83.76784341,23,0,0
Oklahoma,US,35.91899576,-97.44352845,18,1,0
West Virginia,US,37.8299889,-81.93528571,14,1,0
Georgia,US,31.75218791,-81.74952375,5,0,0
Arkansas,US,34.75392199,-91.88742357,44,0,0
Ohio,US,41.29553751,-82.15083537,576,53,0
New Mexico,US,35.86631386,-106.3134985,6,0,0
California,US,34.30828379,-118.2282411,35392,1711,0
Tennessee,US,35.73939663,-84.31145275,46,0,0
Virginia,US,39.08990083,-77.63481877,1339,44,0
Iowa,US,41.21842119,-91.26102611,291,3,0
Virginia,US,37.97850256,-77.96274807,59,0,0
Oklahoma,US,33.95273467,-97.23906784,3,0,0
Alabama,US,32.1597283,-86.65158371,117,9,0
Georgia,US,30.83568832,-83.27056716,201,4,0
Mississippi,US,33.47386518,-88.4419153,100,4,0
Texas,US,33.61008596,-101.8204789,607,50,0
